Point,SCORE
416,0.9708265802269044
416,0.9643435980551054
421,0.9635627530364372
421,0.9643435980551054
421,0.9578606158833063
421,0.9716369529983793
421,0.9651539708265803
426,0.9635627530364372
426,0.9643435980551054
426,0.9578606158833063
426,0.9708265802269044
426,0.9643435980551054
431,0.962753036437247
431,0.9635332252836305
431,0.9570502431118314
431,0.9716369529983793
431,0.9635332252836305
436,0.9635627530364372
436,0.9643435980551054
436,0.9570502431118314
436,0.9700162074554295
436,0.9627228525121556
441,0.9635627530364372
441,0.9635332252836305
441,0.9570502431118314
441,0.9700162074554295
441,0.9619124797406807
446,0.962753036437247
446,0.9635332252836305
446,0.9562398703403565
446,0.9700162074554295
446,0.9627228525121556
451,0.962753036437247
451,0.9635332252836305
451,0.9562398703403565
451,0.9700162074554295
451,0.9635332252836305
456,0.962753036437247
456,0.9635332252836305
456,0.9562398703403565
456,0.9700162074554295
456,0.9619124797406807
461,0.962753036437247
461,0.9635332252836305
461,0.9562398703403565
461,0.9700162074554295
461,0.9611021069692058
466,0.962753036437247
466,0.9635332252836305
466,0.9554294975688817
466,0.9700162074554295
466,0.9627228525121556
471,0.962753036437247
471,0.9643435980551054
471,0.9562398703403565
471,0.9700162074554295
471,0.9627228525121556
476,0.962753036437247
476,0.9627228525121556
476,0.9562398703403565
476,0.9700162074554295
476,0.9627228525121556
481,0.962753036437247
481,0.9635332252836305
481,0.9546191247974068
481,0.9692058346839546
481,0.9627228525121556
486,0.9635627530364372
486,0.9627228525121556
486,0.953808752025932
486,0.9692058346839546
486,0.9627228525121556
491,0.9635627530364372
491,0.9619124797406807
491,0.953808752025932
491,0.9692058346839546
491,0.9627228525121556
496,0.9635627530364372
496,0.9619124797406807
496,0.953808752025932
496,0.9692058346839546
496,0.9635332252836305
501,0.962753036437247
501,0.9619124797406807
501,0.953808752025932
501,0.9692058346839546
501,0.9635332252836305
506,0.9635627530364372
506,0.9619124797406807
506,0.953808752025932
506,0.9692058346839546
506,0.9635332252836305
511,0.9635627530364372
511,0.9627228525121556
511,0.9546191247974068
511,0.9692058346839546
511,0.9627228525121556
516,0.9635627530364372
516,0.9611021069692058
516,0.953808752025932
516,0.9692058346839546
516,0.9627228525121556
521,0.9635627530364372
521,0.9611021069692058
521,0.953808752025932
521,0.9692058346839546
521,0.9627228525121556
526,0.962753036437247
526,0.9611021069692058
526,0.953808752025932
526,0.9692058346839546
526,0.9635332252836305
531,0.9635627530364372
531,0.9611021069692058
531,0.953808752025932
531,0.9692058346839546
531,0.9627228525121556
536,0.9635627530364372
536,0.9611021069692058
536,0.953808752025932
536,0.9692058346839546
536,0.9627228525121556
541,0.9635627530364372
541,0.9611021069692058
541,0.953808752025932
541,0.9692058346839546
541,0.9627228525121556
546,0.9635627530364372
546,0.9611021069692058
546,0.953808752025932
546,0.9692058346839546
546,0.9619124797406807
551,0.9635627530364372
551,0.9611021069692058
551,0.953808752025932
551,0.9692058346839546
551,0.9619124797406807
556,0.9643724696356275
556,0.9619124797406807
556,0.953808752025932
556,0.9692058346839546
556,0.9627228525121556
561,0.9643724696356275
561,0.9619124797406807
561,0.953808752025932
561,0.9683954619124797
561,0.9627228525121556
566,0.9643724696356275
566,0.9619124797406807
566,0.9546191247974068
566,0.9683954619124797
566,0.9619124797406807
571,0.9643724696356275
571,0.9619124797406807
571,0.953808752025932
571,0.9683954619124797
571,0.9619124797406807
576,0.9643724696356275
576,0.9619124797406807
576,0.9546191247974068
576,0.9675850891410048
576,0.9619124797406807
581,0.9643724696356275
581,0.9619124797406807
581,0.9546191247974068
581,0.9675850891410048
581,0.9619124797406807
586,0.9643724696356275
586,0.960291734197731
586,0.9546191247974068
586,0.9675850891410048
586,0.9619124797406807
591,0.9643724696356275
591,0.960291734197731
591,0.9546191247974068
591,0.9667747163695299
591,0.9619124797406807
596,0.9643724696356275
596,0.960291734197731
596,0.953808752025932
596,0.965964343598055
596,0.9619124797406807
601,0.9643724696356275
601,0.9586709886547812
601,0.953808752025932
601,0.965964343598055
601,0.9627228525121556
606,0.9643724696356275
606,0.9586709886547812
606,0.953808752025932
606,0.965964343598055
606,0.9627228525121556
611,0.9643724696356275
611,0.9586709886547812
611,0.953808752025932
611,0.965964343598055
611,0.9627228525121556
616,0.9643724696356275
616,0.9586709886547812
616,0.9529983792544571
616,0.9651539708265803
616,0.9619124797406807
621,0.9643724696356275
621,0.9594813614262561
621,0.9521880064829822
621,0.9651539708265803
621,0.9611021069692058
626,0.9643724696356275
626,0.9594813614262561
626,0.9521880064829822
626,0.9651539708265803
626,0.9619124797406807
631,0.9643724696356275
631,0.9594813614262561
631,0.9521880064829822
631,0.9651539708265803
631,0.9619124797406807
636,0.9643724696356275
636,0.9594813614262561
636,0.9513776337115073
636,0.9651539708265803
636,0.9619124797406807
641,0.9643724696356275
641,0.9594813614262561
641,0.9505672609400324
641,0.9651539708265803
641,0.9619124797406807
646,0.9643724696356275
646,0.9594813614262561
646,0.9505672609400324
646,0.9643435980551054
646,0.9619124797406807
651,0.9643724696356275
651,0.9586709886547812
651,0.9505672609400324
651,0.9643435980551054
651,0.9619124797406807
656,0.9643724696356275
656,0.9594813614262561
656,0.9505672609400324
656,0.9643435980551054
656,0.9619124797406807
661,0.9643724696356275
661,0.9586709886547812
661,0.9505672609400324
661,0.9643435980551054
661,0.9619124797406807
666,0.9643724696356275
666,0.9594813614262561
666,0.9505672609400324
666,0.9651539708265803
666,0.9627228525121556
671,0.9643724696356275
671,0.9570502431118314
671,0.9505672609400324
671,0.9643435980551054
671,0.9627228525121556
676,0.9643724696356275
676,0.9570502431118314
676,0.9505672609400324
676,0.9643435980551054
676,0.9627228525121556
681,0.9643724696356275
681,0.9570502431118314
681,0.9505672609400324
681,0.9635332252836305
681,0.9627228525121556
686,0.9643724696356275
686,0.9578606158833063
686,0.9505672609400324
686,0.9635332252836305
686,0.9627228525121556
691,0.9643724696356275
691,0.9578606158833063
691,0.9505672609400324
691,0.9635332252836305
691,0.9627228525121556
696,0.9643724696356275
696,0.9562398703403565
696,0.9505672609400324
696,0.9635332252836305
696,0.9619124797406807
701,0.9643724696356275
701,0.9570502431118314
701,0.9505672609400324
701,0.9635332252836305
701,0.9619124797406807
706,0.9643724696356275
706,0.9554294975688817
706,0.9505672609400324
706,0.9635332252836305
706,0.9619124797406807
711,0.9643724696356275
711,0.9546191247974068
711,0.9505672609400324
711,0.9635332252836305
711,0.9619124797406807
716,0.9643724696356275
716,0.953808752025932
716,0.9505672609400324
716,0.9635332252836305
716,0.9619124797406807
721,0.9643724696356275
721,0.9546191247974068
721,0.9505672609400324
721,0.9635332252836305
721,0.9619124797406807
726,0.9643724696356275
726,0.9554294975688817
726,0.9505672609400324
726,0.9635332252836305
726,0.9619124797406807
731,0.9643724696356275
731,0.953808752025932
731,0.9505672609400324
731,0.9635332252836305
731,0.9619124797406807
736,0.9643724696356275
736,0.953808752025932
736,0.9505672609400324
736,0.9635332252836305
736,0.9611021069692058
741,0.9643724696356275
741,0.9546191247974068
741,0.9505672609400324
741,0.9643435980551054
741,0.9611021069692058
746,0.9643724696356275
746,0.953808752025932
746,0.9505672609400324
746,0.9643435980551054
746,0.9611021069692058
751,0.9635627530364372
751,0.9546191247974068
751,0.9497568881685575
751,0.9643435980551054
751,0.9611021069692058
756,0.9635627530364372
756,0.953808752025932
756,0.9497568881685575
756,0.9643435980551054
756,0.9611021069692058
761,0.9635627530364372
761,0.9546191247974068
761,0.9497568881685575
761,0.9643435980551054
761,0.9611021069692058
766,0.9635627530364372
766,0.953808752025932
766,0.9497568881685575
766,0.9643435980551054
766,0.9611021069692058
771,0.9635627530364372
771,0.9546191247974068
771,0.9497568881685575
771,0.9643435980551054
771,0.9611021069692058
776,0.9619433198380567
776,0.9554294975688817
776,0.9489465153970826
776,0.9635332252836305
776,0.9611021069692058
781,0.9619433198380567
781,0.9546191247974068
781,0.9489465153970826
781,0.9627228525121556
781,0.9611021069692058
786,0.9619433198380567
786,0.9546191247974068
786,0.9489465153970826
786,0.9627228525121556
786,0.9611021069692058
791,0.9619433198380567
791,0.9546191247974068
791,0.9489465153970826
791,0.9619124797406807
791,0.9611021069692058
796,0.9619433198380567
796,0.9546191247974068
796,0.9489465153970826
796,0.9619124797406807
796,0.9611021069692058
801,0.9619433198380567
801,0.953808752025932
801,0.9489465153970826
801,0.9619124797406807
801,0.960291734197731
806,0.9619433198380567
806,0.953808752025932
806,0.9489465153970826
806,0.9619124797406807
806,0.9594813614262561
811,0.962753036437247
811,0.9529983792544571
811,0.9489465153970826
811,0.9619124797406807
811,0.9586709886547812
816,0.962753036437247
816,0.9521880064829822
816,0.9505672609400324
816,0.9619124797406807
816,0.9586709886547812
821,0.9619433198380567
821,0.9529983792544571
821,0.9505672609400324
821,0.9611021069692058
821,0.9586709886547812
826,0.9619433198380567
826,0.9521880064829822
826,0.9505672609400324
826,0.9611021069692058
826,0.9586709886547812
831,0.9611336032388664
831,0.9521880064829822
831,0.9505672609400324
831,0.9619124797406807
831,0.9586709886547812
836,0.9611336032388664
836,0.9529983792544571
836,0.9505672609400324
836,0.9619124797406807
836,0.9586709886547812
841,0.9611336032388664
841,0.9521880064829822
841,0.9489465153970826
841,0.9611021069692058
841,0.9594813614262561
846,0.9603238866396762
846,0.9521880064829822
846,0.9489465153970826
846,0.960291734197731
846,0.9594813614262561
851,0.9595141700404858
851,0.9521880064829822
851,0.9489465153970826
851,0.960291734197731
851,0.9586709886547812
856,0.9603238866396762
856,0.9521880064829822
856,0.9497568881685575
856,0.960291734197731
856,0.9586709886547812
861,0.9603238866396762
861,0.9521880064829822
861,0.9497568881685575
861,0.960291734197731
861,0.9578606158833063
866,0.9603238866396762
866,0.9521880064829822
866,0.9489465153970826
866,0.960291734197731
866,0.9578606158833063
871,0.9603238866396762
871,0.9521880064829822
871,0.9481361426256077
871,0.960291734197731
871,0.9570502431118314
876,0.9595141700404858
876,0.9521880064829822
876,0.9481361426256077
876,0.960291734197731
876,0.9570502431118314
881,0.9603238866396762
881,0.9521880064829822
881,0.9481361426256077
881,0.960291734197731
881,0.9570502431118314
886,0.9603238866396762
886,0.9521880064829822
886,0.9473257698541329
886,0.960291734197731
886,0.9570502431118314
891,0.9603238866396762
891,0.9513776337115073
891,0.946515397082658
891,0.9594813614262561
891,0.9562398703403565
896,0.9603238866396762
896,0.9505672609400324
896,0.946515397082658
896,0.9594813614262561
896,0.9562398703403565
901,0.9603238866396762
901,0.9505672609400324
901,0.946515397082658
901,0.9594813614262561
901,0.9562398703403565
906,0.9603238866396762
906,0.9505672609400324
906,0.946515397082658
906,0.9594813614262561
906,0.9562398703403565
911,0.9603238866396762
911,0.9505672609400324
911,0.946515397082658
911,0.9594813614262561
911,0.9562398703403565
916,0.9603238866396762
916,0.9505672609400324
916,0.9473257698541329
916,0.9594813614262561
916,0.9562398703403565
921,0.9603238866396762
921,0.9489465153970826
921,0.9481361426256077
921,0.9594813614262561
921,0.9562398703403565
926,0.9595141700404858
926,0.9489465153970826
926,0.9473257698541329
926,0.9586709886547812
926,0.9562398703403565
931,0.9595141700404858
931,0.9473257698541329
931,0.946515397082658
931,0.9594813614262561
931,0.9562398703403565
936,0.9595141700404858
936,0.9481361426256077
936,0.9457050243111832
936,0.9594813614262561
936,0.9562398703403565
941,0.9595141700404858
941,0.9473257698541329
941,0.9448946515397083
941,0.9586709886547812
941,0.9562398703403565
946,0.9595141700404858
946,0.9481361426256077
946,0.9457050243111832
946,0.9586709886547812
946,0.9562398703403565
951,0.9587044534412955
951,0.9481361426256077
951,0.9448946515397083
951,0.9594813614262561
951,0.9562398703403565
956,0.957085020242915
956,0.9481361426256077
956,0.9448946515397083
956,0.9578606158833063
956,0.9562398703403565
961,0.9562753036437247
961,0.9473257698541329
961,0.9432739059967585
961,0.9578606158833063
961,0.9554294975688817
966,0.9562753036437247
966,0.9473257698541329
966,0.9432739059967585
966,0.9578606158833063
966,0.9546191247974068
971,0.9554655870445344
971,0.9473257698541329
971,0.9432739059967585
971,0.9578606158833063
971,0.9546191247974068
976,0.9554655870445344
976,0.946515397082658
976,0.9432739059967585
976,0.9578606158833063
976,0.953808752025932
981,0.9562753036437247
981,0.946515397082658
981,0.9416531604538088
981,0.9570502431118314
981,0.953808752025932
986,0.9562753036437247
986,0.946515397082658
986,0.940032414910859
986,0.9562398703403565
986,0.9546191247974068
991,0.9554655870445344
991,0.946515397082658
991,0.940032414910859
991,0.9562398703403565
991,0.953808752025932
996,0.9554655870445344
996,0.9457050243111832
996,0.940032414910859
996,0.9562398703403565
996,0.953808752025932
